id,device_id,tourist_id,lat,lng,speed_kmh,heart_rate_bpm,battery_pct,sos_pressed,fall_detected,timestamp
27,BAND-00005-9962,5,25.279606,91.682985,4.12,92.0,89.7,0,0,2026-09-05 14:51:13
28,BAND-00005-9962,5,25.279417,91.682791,0.6,117.4,89.6,0,0,2026-09-05 15:05:13
29,BAND-00005-9962,5,25.279726,91.683528,0.34,91.0,89.6,0,0,2026-09-05 17:14:13
30,BAND-00007-7870,7,25.280385,91.687463,28.16,95.0,97.8,0,0,2026-08-17 07:22:56
31,BAND-00007-7870,7,25.248046,91.713917,0.14,111.3,97.7,0,0,2026-08-17 07:59:38
32,BAND-00007-7870,7,25.24771,91.714163,1.6,96.2,97.4,0,0,2026-08-17 09:09:38
33,BAND-00007-7870,7,25.270628,91.696316,1.3,106.0,97.3,0,0,2026-08-17 09:56:32
34,BAND-00007-7870,7,25.270204,91.697101,0.09,83.0,97.2,0,0,2026-08-17 12:31:32
35,BAND-00007-7870,7,25.270268,91.696616,0.27,99.2,96.9,0,0,2026-08-17 15:57:32
36,BAND-00007-7870,7,25.270175,91.696715,0.45,113.7,96.7,0,0,2026-08-17 18:43:32
37,BAND-00007-7870,7,25.270694,91.696365,0.3,80.9,96.5,0,0,2026-08-17 21:45:32
38,BAND-00007-7870,7,25.270743,91.696391,0.14,115.3,96.2,0,0,2026-08-18 00:41:32
39,BAND-00007-7870,7,25.270703,91.697086,0.33,74.3,96.1,0,0,2026-08-18 04:04:32
40,BAND-00007-7870,7,26.137362,91.805987,4.51,63.2,95.9,0,0,2026-08-18 07:35:53
41,BAND-00007-7870,7,25.247385,91.715008,0.01,71.8,95.8,0,0,2026-08-18 08:35:40
42,BAND-00007-7870,7,25.275479,91.686339,0.26,113.3,95.6,0,0,2026-08-18 09:24:40
43,BAND-00007-7870,7,25.269892,91.696288,1.12,65.8,95.2,0,0,2026-08-18 10:11:41
44,BAND-00007-7870,7,25.270164,91.696553,0.18,60.9,95.1,0,0,2026-08-18 12:36:41
45,BAND-00007-7870,7,25.270309,91.697126,0.13,60.8,95.0,0,0,2026-08-18 15:23:41
46,BAND-00007-7870,7,25.270751,91.696695,0.1,108.7,94.7,0,0,2026-08-18 18:40:41
47,BAND-00007-7870,7,25.270429,91.69649,0.29,102.1,94.4,0,0,2026-08-18 21:42:41
48,BAND-00007-7870,7,25.270807,91.696925,0.21,85.8,94.3,0,0,2026-08-19 00:44:41
49,BAND-00007-7870,7,25.270762,91.696478,0.09,63.3,94.2,0,0,2026-08-19 03:28:41
50,BAND-00007-7870,7,25.270255,91.696998,0.44,106.7,94.0,0,0,2026-08-19 06:14:41
51,BAND-00007-7870,7,25.199761,91.916559,0.25,111.1,93.9,0,0,2026-08-19 10:10:31
52,BAND-00007-7870,7,25.203577,91.915635,0.28,192.1,93.5,0,0,2026-08-19 10:53:03
53,BAND-00007-7870,7,25.203964,91.915974,0.1,59.7,93.4,0,0,2026-08-19 12:49:03
54,BAND-00007-7870,7,25.203705,91.915447,0.27,73.7,93.0,0,0,2026-08-19 15:51:03
55,BAND-00007-7870,7,25.203999,91.91596,0.5,76.0,92.8,0,0,2026-08-19 18:51:03
56,BAND-00007-7870,7,25.204116,91.915936,0.42,106.3,92.6,0,0,2026-08-19 21:30:03
57,BAND-00007-7870,7,25.203629,91.915741,0.04,78.5,92.3,0,0,2026-08-20 00:39:03
58,BAND-00007-7870,7,25.203847,91.915555,0.42,182.9,92.0,0,0,2026-08-20 03:51:03
59,BAND-00007-7870,7,25.203813,91.915476,0.15,60.1,91.6,0,0,2026-08-20 06:53:03
60,BAND-00007-7870,7,25.199557,91.91587,0.97,108.5,91.3,0,0,2026-08-20 08:39:43
61,BAND-00007-7870,7,25.204241,91.915278,0.72,88.9,91.1,0,0,2026-08-20 09:16:22
62,BAND-00007-7870,7,25.203945,91.915758,0.3,88.6,90.9,0,0,2026-08-20 11:51:22
63,BAND-00007-7870,7,25.203805,91.915594,0.5,83.5,90.6,0,0,2026-08-20 14:41:22
64,BAND-00007-7870,7,25.203999,91.916109,0.03,95.4,90.2,0,0,2026-08-20 17:53:22
65,BAND-00007-7870,7,25.203971,91.915821,0.13,97.5,90.0,0,0,2026-08-20 21:01:22
66,BAND-00007-7870,7,25.203603,91.916079,0.5,111.1,90.0,0,0,2026-08-20 23:32:22
67,BAND-00007-7870,7,25.204135,91.916192,0.35,111.1,89.9,0,0,2026-08-21 02:20:22
68,BAND-00007-7870,7,25.203897,91.915989,0.39,110.1,89.5,0,0,2026-08-21 05:07:22
69,BAND-00007-7870,7,25.578955,91.892987,0.22,189.4,89.2,0,0,2026-08-21 14:08:47
70,BAND-00007-7870,7,25.579797,91.891464,1.04,103.2,89.0,0,0,2026-08-21 14:57:45
71,BAND-00007-7870,7,25.580171,91.890873,0.17,59.0,88.7,0,0,2026-08-21 16:25:45
72,BAND-00007-7870,7,25.580518,91.891355,0.41,101.8,88.6,0,0,2026-08-21 19:36:45
73,BAND-00007-7870,7,25.580015,91.891128,0.28,105.9,88.2,0,0,2026-08-21 22:34:45
74,BAND-00007-7870,7,25.580475,91.891361,0.27,91.6,87.9,0,0,2026-08-22 01:20:45
75,BAND-00007-7870,7,25.580094,91.890838,0.13,76.5,87.5,0,0,2026-08-22 04:34:45
76,BAND-00007-7870,7,25.578492,91.892619,5.13,73.6,87.3,0,0,2026-08-22 07:34:50
77,BAND-00007-7870,7,25.580358,91.890803,0.42,115.4,86.9,0,0,2026-08-22 08:22:40
78,BAND-00007-7870,7,25.580137,91.891351,0.13,91.6,86.8,0,0,2026-08-22 10:15:40
79,BAND-00007-7870,7,25.580218,91.89107,0.07,115.4,86.6,0,0,2026-08-22 13:15:40
80,BAND-00007-7870,7,25.580426,91.891425,0.44,61.4,86.4,0,0,2026-08-22 16:12:40
81,BAND-00007-7870,7,25.580269,91.891123,0.17,65.6,86.1,0,0,2026-08-22 19:03:40
82,BAND-00007-7870,7,25.580374,91.89099,0.3,106.5,85.8,0,0,2026-08-22 22:04:40
83,BAND-00007-7870,7,25.580054,91.891107,0.23,89.0,85.7,0,0,2026-08-23 00:52:40
84,BAND-00007-7870,7,25.580501,91.891391,0.07,104.2,85.3,0,0,2026-08-23 03:52:40
85,BAND-00007-7870,7,25.580111,91.891059,0.04,99.3,85.0,0,0,2026-08-23 06:56:40
86,BAND-00007-7870,7,26.183765,91.753514,4.71,80.1,84.9,0,0,2026-08-23 13:40:51
87,BAND-00007-7870,7,26.186012,91.754817,0.16,97.8,84.6,0,0,2026-08-23 15:38:27
88,BAND-00007-7870,7,26.186125,91.754827,0.34,112.4,84.2,0,0,2026-08-23 18:53:27
89,BAND-00007-7870,7,26.185877,91.754727,0.01,103.6,83.9,0,0,2026-08-23 21:59:27
90,BAND-00007-7870,7,26.186126,91.754898,0.08,72.7,83.9,0,0,2026-08-24 01:04:27
91,BAND-00007-7870,7,26.185781,91.754661,0.48,88.6,83.7,0,0,2026-08-24 04:17:27
92,BAND-00008-2440,8,27.331675,88.614842,3.94,82.1,90.9,0,0,2026-09-02 07:22:13
93,BAND-00008-2440,8,27.332487,88.613772,4.84,89.9,90.9,0,0,2026-09-02 07:25:53
94,BAND-00008-2440,8,27.332406,88.613497,1.57,96.1,90.6,0,0,2026-09-02 08:18:53
95,BAND-00008-2440,8,27.331714,88.615492,3.33,101.3,90.6,0,0,2026-09-02 08:23:14
96,BAND-00008-2440,8,27.330608,88.616867,4.77,116.9,90.3,0,0,2026-09-02 08:28:27
97,BAND-00008-2440,8,27.330673,88.617066,1.33,59.7,89.9,0,0,2026-09-02 09:14:27
98,BAND-00008-2440,8,27.330519,88.616915,0.34,65.8,89.8,0,0,2026-09-02 11:41:27
99,BAND-00008-2440,8,27.330516,88.617025,0.05,91.0,89.7,0,0,2026-09-02 14:42:27
100,BAND-00008-2440,8,27.330184,88.616765,0.13,71.6,89.4,0,0,2026-09-02 17:22:27
101,BAND-00008-2440,8,27.330476,88.616575,0.27,108.5,89.3,0,0,2026-09-02 20:26:27
102,BAND-00008-2440,8,27.330609,88.616821,0.08,109.1,89.0,0,0,2026-09-02 23:41:27
103,BAND-00008-2440,8,27.33067,88.616893,0.29,88.3,88.7,0,0,2026-09-03 02:58:27
104,BAND-00008-2440,8,27.330613,88.61653,0.05,90.1,88.4,0,0,2026-09-03 05:45:27
105,BAND-00008-2440,8,26.105768,91.585124,4.68,112.9,88.1,0,0,2026-09-03 10:49:43
106,BAND-00008-2440,8,26.10576,91.584968,1.41,108.5,87.7,0,0,2026-09-03 11:13:43
107,BAND-00008-2440,8,26.105315,91.584496,4.55,63.0,87.4,0,0,2026-09-03 11:43:16
108,BAND-00008-2440,8,26.105601,91.584774,4.3,112.2,87.1,0,0,2026-09-03 11:48:24
109,BAND-00008-2440,8,26.105682,91.585059,0.36,85.6,86.9,0,0,2026-09-03 12:01:24
110,BAND-00008-2440,8,26.105577,91.584209,0.41,105.5,86.6,0,0,2026-09-03 14:11:24
111,BAND-00008-2440,8,26.105765,91.584219,0.13,91.7,86.5,0,0,2026-09-03 17:28:24
112,BAND-00008-2440,8,26.105273,91.584635,0.16,82.7,86.3,0,0,2026-09-03 20:06:24
113,BAND-00008-2440,8,26.105798,91.584664,0.26,62.8,86.1,0,0,2026-09-03 23:08:24
114,BAND-00008-2440,8,26.105284,91.584493,0.44,62.2,85.7,0,0,2026-09-04 01:30:24
115,BAND-00008-2440,8,26.105276,91.584161,0.07,116.6,85.5,0,0,2026-09-04 04:51:24
116,BAND-00008-2440,8,26.577621,93.169987,4.7,85.0,85.2,0,0,2026-09-04 11:32:14
117,BAND-00008-2440,8,26.577897,93.170241,0.11,100.5,84.9,0,0,2026-09-04 12:25:14
118,BAND-00008-2440,8,26.578044,93.1714,4.55,103.1,84.7,0,0,2026-09-04 12:30:38
119,BAND-00008-2440,8,26.577757,93.17209,3.5,69.9,84.5,0,0,2026-09-04 12:36:44
120,BAND-00008-2440,8,26.577954,93.171905,1.34,95.4,84.2,0,0,2026-09-04 13:15:44
121,BAND-00008-2440,8,26.577901,93.171987,0.17,94.2,84.0,0,0,2026-09-04 15:38:44
122,BAND-00008-2440,8,26.577809,93.172646,0.35,64.6,83.6,0,0,2026-09-04 19:04:44
123,BAND-00008-2440,8,26.577965,93.172681,0.42,109.1,83.2,0,0,2026-09-04 21:56:44
124,BAND-00008-2440,8,26.578329,93.17216,0.14,98.6,83.1,0,0,2026-09-05 00:59:44
125,BAND-00008-2440,8,26.578347,93.172249,0.06,112.9,83.0,0,0,2026-09-05 04:08:44
126,BAND-00008-2440,8,23.725941,92.716327,6.24,74.2,83.0,0,0,2026-09-05 10:07:03
127,BAND-00008-2440,8,23.727518,92.717179,5.14,171.7,82.7,0,0,2026-09-05 10:11:06
128,BAND-00008-2440,8,23.727304,92.717013,0.75,92.1,82.5,0,0,2026-09-05 11:08:06
129,BAND-00008-2440,8,23.726262,92.716169,6.08,99.9,82.4,0,0,2026-09-05 11:29:10
130,BAND-00008-2440,8,23.724153,92.715874,6.79,65.6,82.2,0,0,2026-09-05 11:33:05
131,BAND-00008-2440,8,23.723884,92.71566,0.99,99.7,81.8,0,0,2026-09-05 11:51:05
132,BAND-00008-2440,8,23.724152,92.715851,0.12,65.6,81.5,0,0,2026-09-05 14:19:05
133,BAND-00008-2440,8,23.724804,92.71587,0.0,60.0,81.3,0,0,2026-09-05 17:13:05
134,BAND-00012-9484,12,26.177292,91.78554,7.45,87.8,36.7,0,0,2026-09-03 07:56:25
135,BAND-00012-9484,12,26.179013,91.786304,2.21,99.2,36.5,0,0,2026-09-03 07:59:05
136,BAND-00012-9484,12,26.177259,91.785046,5.22,106.5,36.1,0,0,2026-09-03 08:25:16
137,BAND-00012-9484,12,26.175586,91.784464,4.11,107.3,35.9,0,0,2026-09-03 08:29:21
138,BAND-00012-9484,12,26.175473,91.784445,0.09,74.8,35.6,0,0,2026-09-03 08:38:21
139,BAND-00012-9484,12,26.175128,91.783994,0.27,86.9,35.3,0,0,2026-09-03 10:46:21
140,BAND-00012-9484,12,26.175263,91.784402,0.1,91.9,35.1,0,0,2026-09-03 13:51:21
141,BAND-00012-9484,12,26.175421,91.784334,0.46,60.0,35.0,0,0,2026-09-03 16:23:21
142,BAND-00012-9484,12,26.175681,91.78446,0.29,60.9,34.8,0,0,2026-09-03 19:20:21
143,BAND-00012-9484,12,26.17582,91.784021,0.01,110.4,34.7,0,0,2026-09-03 21:58:21
144,BAND-00012-9484,12,26.175762,91.78404,0.25,90.8,34.3,0,0,2026-09-04 01:07:21
145,BAND-00012-9484,12,26.175196,91.78404,0.01,85.4,34.2,0,0,2026-09-04 04:01:21
146,BAND-00012-9484,12,26.175485,91.784044,0.36,87.8,33.9,0,0,2026-09-04 06:56:21
147,BAND-00012-9484,12,26.233471,92.083242,4.17,106.9,33.7,0,0,2026-09-04 11:00:10
148,BAND-00012-9484,12,26.233248,92.08307,0.86,109.9,33.4,0,0,2026-09-04 11:45:10
149,BAND-00012-9484,12,26.231329,92.084573,3.5,93.0,33.1,0,0,2026-09-04 12:12:34
150,BAND-00012-9484,12,26.229631,92.085897,3.95,37.3,33.0,0,0,2026-09-04 12:19:25
151,BAND-00012-9484,12,26.229871,92.085615,1.54,101.9,32.9,0,0,2026-09-04 12:46:25
152,BAND-00012-9484,12,26.229217,92.085748,0.09,103.3,32.6,0,0,2026-09-04 14:17:25
153,BAND-00012-9484,12,26.229343,92.085829,0.11,94.9,32.6,0,0,2026-09-04 17:34:25
154,BAND-00012-9484,12,26.229674,92.085585,0.02,108.5,32.2,0,0,2026-09-04 20:35:25
155,BAND-00012-9484,12,26.229506,92.085887,0.04,84.4,31.9,0,0,2026-09-04 23:32:25
156,BAND-00012-9484,12,26.229325,92.086181,0.35,79.6,31.8,0,0,2026-09-05 02:40:25
157,BAND-00012-9484,12,26.229475,92.085641,0.23,100.4,31.4,0,0,2026-09-05 05:30:25
158,BAND-00012-9484,12,25.9341,91.432725,6.14,81.7,31.2,0,0,2026-09-05 12:29:26
159,BAND-00012-9484,12,25.9339,91.432646,0.13,61.5,31.2,0,0,2026-09-05 12:47:26
160,BAND-00012-9484,12,25.93547,91.432305,6.06,116.7,30.8,0,0,2026-09-05 13:16:10
161,BAND-00012-9484,12,25.936691,91.432469,5.83,98.4,30.5,0,0,2026-09-05 13:21:29
162,BAND-00012-9484,12,25.936773,91.432237,1.34,73.5,30.2,0,0,2026-09-05 13:36:29
163,BAND-00012-9484,12,25.936559,91.432155,0.1,91.4,30.1,0,0,2026-09-05 16:02:29
164,BAND-00014-5135,14,26.633043,92.801183,5.7,64.7,56.1,0,0,2026-08-31 07:24:48
165,BAND-00014-5135,14,26.635,92.798842,5.73,64.5,55.7,0,0,2026-08-31 07:29:34
166,BAND-00014-5135,14,26.633235,92.800545,4.15,85.1,55.5,0,0,2026-08-31 08:09:39
167,BAND-00014-5135,14,26.631495,92.802813,5.0,105.2,55.4,0,0,2026-08-31 08:15:16
168,BAND-00014-5135,14,26.631449,92.802609,0.32,113.7,55.0,0,0,2026-08-31 09:19:16
169,BAND-00014-5135,14,26.631297,92.802943,0.05,114.5,54.7,0,0,2026-08-31 12:10:16
170,BAND-00014-5135,14,26.631814,92.803002,0.0,91.3,54.5,0,0,2026-08-31 15:19:16
171,BAND-00014-5135,14,26.631482,92.803306,0.36,95.0,54.2,0,0,2026-08-31 18:01:16
172,BAND-00014-5135,14,26.631936,92.803291,0.41,71.9,54.0,0,0,2026-08-31 20:41:16
173,BAND-00014-5135,14,26.63133,92.802717,0.04,104.4,53.9,0,0,2026-08-31 23:49:16
174,BAND-00014-5135,14,26.631667,92.803124,0.15,111.6,53.8,0,0,2026-09-01 03:11:16
175,BAND-00014-5135,14,26.631542,92.803235,0.33,107.6,53.7,0,0,2026-09-01 05:57:16
176,BAND-00014-5135,14,26.63289,92.801251,6.32,73.1,53.5,0,0,2026-09-01 07:35:12
177,BAND-00014-5135,14,26.633959,92.798953,4.14,60.2,53.4,0,0,2026-09-01 07:38:00
178,BAND-00014-5135,14,26.633669,92.79902,0.6,80.2,53.3,0,0,2026-09-01 08:10:00
179,BAND-00014-5135,14,26.632926,92.801145,3.53,78.7,53.1,0,0,2026-09-01 08:54:26
180,BAND-00014-5135,14,26.631937,92.803015,4.37,66.6,52.8,0,0,2026-09-01 09:00:56
181,BAND-00014-5135,14,26.631833,92.803055,0.14,93.8,52.4,0,0,2026-09-01 11:28:56
182,BAND-00014-5135,14,26.631728,92.80263,0.03,63.2,52.1,0,0,2026-09-01 14:52:56
183,BAND-00014-5135,14,26.631325,92.802781,0.3,111.0,51.9,0,0,2026-09-01 18:06:56
184,BAND-00014-5135,14,26.631557,92.802549,0.36,107.1,51.5,0,0,2026-09-01 21:05:56
185,BAND-00014-5135,14,26.63146,92.803123,0.03,88.4,51.3,0,0,2026-09-02 00:19:56
186,BAND-00014-5135,14,26.631727,92.802941,0.4,94.2,50.9,0,0,2026-09-02 03:52:56
187,BAND-00014-5135,14,26.631395,92.803027,0.48,84.7,50.6,0,0,2026-09-02 06:48:56
188,BAND-00014-5135,14,26.182596,91.751345,4.03,102.2,50.3,0,0,2026-09-02 09:15:18
189,BAND-00014-5135,14,26.18277,91.751103,0.41,86.5,50.2,0,0,2026-09-02 09:56:18
190,BAND-00014-5135,14,26.183959,91.750696,7.32,87.2,50.0,0,0,2026-09-02 10:25:09
191,BAND-00014-5135,14,26.186207,91.74952,3.52,84.2,49.7,0,0,2026-09-02 10:28:29
192,BAND-00014-5135,14,26.186215,91.749511,0.29,58.2,49.4,0,0,2026-09-02 10:53:29
193,BAND-00014-5135,14,26.185812,91.749714,0.43,69.4,49.2,0,0,2026-09-02 14:00:29
194,BAND-00014-5135,14,26.186328,91.749664,0.3,79.2,49.1,0,0,2026-09-02 17:04:29
195,BAND-00014-5135,14,26.185882,91.749868,0.46,66.6,48.9,0,0,2026-09-02 20:14:29
196,BAND-00014-5135,14,26.186117,91.749781,0.19,107.9,48.6,0,0,2026-09-02 23:16:29
197,BAND-00014-5135,14,26.186392,91.749356,0.2,65.4,48.4,0,0,2026-09-03 02:05:29
198,BAND-00014-5135,14,26.186073,91.749761,0.06,108.5,48.1,0,0,2026-09-03 05:22:29
199,BAND-00014-5135,14,26.184747,91.750544,4.0,113.8,47.9,0,0,2026-09-03 07:12:33
200,BAND-00014-5135,14,26.183152,91.751319,4.66,104.4,47.5,0,0,2026-09-03 07:17:09
201,BAND-00014-5135,14,26.183405,91.751551,1.22,80.1,47.2,0,0,2026-09-03 07:30:09
202,BAND-00014-5135,14,26.18472,91.749959,4.17,61.7,46.8,0,0,2026-09-03 07:57:24
203,BAND-00014-5135,14,26.186501,91.749727,3.67,89.5,46.5,0,0,2026-09-03 08:03:10
204,BAND-00014-5135,14,26.186207,91.749821,0.92,164.4,46.3,0,0,2026-09-03 08:27:10
205,BAND-00014-5135,14,26.186182,91.74933,0.31,69.1,46.2,0,0,2026-09-03 11:19:10
206,BAND-00014-5135,14,26.185917,91.749819,0.08,114.2,45.9,0,0,2026-09-03 14:23:10
207,BAND-00014-5135,14,26.186441,91.749591,0.21,82.4,45.6,0,0,2026-09-03 17:12:10
208,BAND-00014-5135,14,26.186361,91.74979,0.17,67.3,45.5,0,0,2026-09-03 20:04:10
209,BAND-00014-5135,14,26.185916,91.749499,0.32,113.0,45.3,0,0,2026-09-03 22:57:10
210,BAND-00014-5135,14,26.185906,91.74958,0.1,110.9,45.1,0,0,2026-09-04 01:40:10
211,BAND-00014-5135,14,26.18615,91.749381,0.49,88.5,44.9,0,0,2026-09-04 05:09:10
212,BAND-00014-5135,14,27.545432,93.832326,4.94,75.6,44.9,0,0,2026-09-04 10:34:48
213,BAND-00014-5135,14,27.545283,93.832183,1.53,96.4,44.7,0,0,2026-09-04 10:48:48
214,BAND-00014-5135,14,27.545688,93.832479,1.33,99.2,44.5,0,0,2026-09-04 11:50:48
215,BAND-00014-5135,14,27.544183,93.833041,4.72,94.4,44.1,0,0,2026-09-04 11:55:11
216,BAND-00014-5135,14,27.543134,93.833668,4.26,83.0,44.0,0,0,2026-09-04 11:58:01
217,BAND-00014-5135,14,27.543217,93.834227,0.15,67.4,43.8,0,0,2026-09-04 13:12:01
218,BAND-00014-5135,14,27.543531,93.833503,0.2,111.1,43.4,0,0,2026-09-04 15:56:01
219,BAND-00014-5135,14,27.543741,93.833852,0.29,106.9,43.2,0,0,2026-09-04 19:14:01
220,BAND-00014-5135,14,27.543475,93.833613,0.3,169.6,42.8,0,0,2026-09-04 22:11:01
221,BAND-00014-5135,14,27.543349,93.83365,0.28,69.2,42.6,0,0,2026-09-05 00:57:01
222,BAND-00014-5135,14,27.543266,93.833988,0.07,112.1,42.5,0,0,2026-09-05 04:04:01
223,BAND-00014-5135,14,27.5445,93.833233,3.84,64.4,42.2,0,0,2026-09-05 07:55:49
224,BAND-00014-5135,14,27.545404,93.832385,3.77,30.7,41.9,0,0,2026-09-05 07:59:46
225,BAND-00014-5135,14,27.544209,93.83301,5.26,64.1,41.7,0,0,2026-09-05 08:28:32
226,BAND-00014-5135,14,27.543188,93.834139,5.55,114.5,41.5,0,0,2026-09-05 08:35:26
227,BAND-00014-5135,14,27.543209,93.834095,1.07,64.3,41.2,0,0,2026-09-05 08:44:26
228,BAND-00014-5135,14,27.543546,93.834129,0.27,58.7,41.1,0,0,2026-09-05 11:05:26
229,BAND-00014-5135,14,27.543064,93.833534,0.23,61.5,40.9,0,0,2026-09-05 14:05:26
230,BAND-00014-5135,14,27.543692,93.833737,0.28,88.0,40.8,0,0,2026-09-05 16:55:26
231,BAND-00015-7080,15,26.176852,91.786519,4.03,72.1,62.3,0,0,2026-08-30 07:06:19
232,BAND-00015-7080,15,26.17925,91.787197,5.03,59.0,62.0,0,0,2026-08-30 07:10:16
233,BAND-00015-7080,15,26.176961,91.786764,4.09,87.6,61.8,0,0,2026-08-30 07:46:17
234,BAND-00015-7080,15,26.174513,91.786503,3.92,82.1,61.6,0,0,2026-08-30 07:51:16
235,BAND-00015-7080,15,26.174602,91.786371,1.47,64.0,61.2,0,0,2026-08-30 09:01:16
236,BAND-00015-7080,15,26.174288,91.785923,0.38,83.8,60.9,0,0,2026-08-30 11:54:16
237,BAND-00015-7080,15,26.174715,91.785939,0.19,115.8,60.8,0,0,2026-08-30 14:39:16
238,BAND-00015-7080,15,26.17441,91.786278,0.3,59.5,60.7,0,0,2026-08-30 17:55:16
239,BAND-00015-7080,15,26.17424,91.785984,0.46,64.8,60.5,0,0,2026-08-30 20:49:16
240,BAND-00015-7080,15,26.174241,91.786406,0.43,71.8,60.4,0,0,2026-08-30 23:49:16
241,BAND-00015-7080,15,26.174813,91.785926,0.03,86.0,60.2,0,0,2026-08-31 03:16:16
242,BAND-00015-7080,15,26.174442,91.786092,0.45,92.3,59.9,0,0,2026-08-31 06:17:16
243,BAND-00015-7080,15,26.088791,91.589014,19.47,29.1,59.6,0,0,2026-08-31 09:59:30
244,BAND-00015-7080,15,26.095091,91.606074,22.7,113.2,59.2,0,0,2026-08-31 10:27:03
245,BAND-00015-7080,15,26.101938,91.622877,30.56,66.6,59.0,0,0,2026-08-31 10:29:39
246,BAND-00015-7080,15,26.102139,91.622729,1.6,74.2,58.9,0,0,2026-08-31 11:11:39
247,BAND-00015-7080,15,26.101866,91.62261,0.35,75.9,58.5,0,0,2026-08-31 13:41:39
248,BAND-00015-7080,15,26.101735,91.622762,0.05,72.6,58.3,0,0,2026-08-31 16:56:39
249,BAND-00015-7080,15,26.101581,91.622833,0.06,77.3,58.1,0,0,2026-08-31 19:56:39
250,BAND-00015-7080,15,26.101294,91.622873,0.39,108.1,57.8,0,0,2026-08-31 23:04:39
251,BAND-00015-7080,15,26.101671,91.622794,0.39,78.1,57.5,0,0,2026-09-01 01:45:39
252,BAND-00015-7080,15,26.101696,91.623221,0.02,112.9,57.2,0,0,2026-09-01 04:17:39
253,BAND-00015-7080,15,25.935209,91.430768,5.78,65.8,57.0,0,0,2026-09-01 14:02:11
254,BAND-00015-7080,15,25.933987,91.43238,5.53,112.4,56.6,0,0,2026-09-01 14:08:56
255,BAND-00015-7080,15,25.933877,91.432375,1.12,78.7,56.3,0,0,2026-09-01 14:53:56
256,BAND-00015-7080,15,25.935513,91.431226,3.14,94.3,56.1,0,0,2026-09-01 15:18:39
257,BAND-00015-7080,15,25.936414,91.429546,4.09,116.5,55.7,0,0,2026-09-01 15:25:02
258,BAND-00015-7080,15,25.936512,91.429754,0.53,90.2,55.6,0,0,2026-09-01 15:41:02
259,BAND-00015-7080,15,25.936388,91.42916,0.12,105.4,55.3,0,0,2026-09-01 18:04:02
260,BAND-00015-7080,15,25.936944,91.429142,0.11,106.0,55.0,0,0,2026-09-01 20:54:02
261,BAND-00015-7080,15,25.936988,91.429808,0.1,77.3,54.6,0,0,2026-09-02 00:12:02
