id,tourist_id,type,zone_id,severity,message,lat,lng,acknowledged,created_at
17,2,geofence,30,high,Entered high risk zone: Auto Hot-Zone #3 (DBSCAN),26.135207,91.805465,1,2026-08-22 08:57:51
18,2,geofence,30,high,Entered high risk zone: Auto Hot-Zone #3 (DBSCAN),26.134962,91.805527,1,2026-08-22 09:08:51
19,2,geofence,30,high,Entered high risk zone: Auto Hot-Zone #3 (DBSCAN),26.135105,91.805249,1,2026-08-22 09:18:51
20,3,geofence,9,critical,Entered restricted risk zone: Deepor Beel Wetland Edge,26.120666,91.65016,0,2026-08-30 08:00:04
21,3,geofence,9,critical,Entered restricted risk zone: Deepor Beel Wetland Edge,26.120941,91.650065,0,2026-08-30 08:09:04
22,3,geofence,9,critical,Entered restricted risk zone: Deepor Beel Wetland Edge,26.12079,91.649874,1,2026-08-30 08:17:04
23,3,anomaly,,high,Anomaly detected: prolonged inactivity 196 min,25.932235,91.431991,1,2026-09-01 09:47:09
24,4,anomaly,,high,Anomaly detected: prolonged inactivity 475 min,25.639229,91.888354,1,2026-08-23 14:49:45
25,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.18434,91.751837,1,2026-09-03 07:36:49
26,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182336,91.750661,1,2026-09-03 07:43:41
27,5,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.182336,91.750661,1,2026-09-03 07:43:41
28,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182159,91.750374,1,2026-09-03 07:55:41
29,5,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.182159,91.750374,1,2026-09-03 07:55:41
30,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182447,91.7506,1,2026-09-03 08:01:41
31,5,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.182447,91.7506,1,2026-09-03 08:01:41
32,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182445,91.750469,1,2026-09-03 08:13:41
33,5,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.182445,91.750469,1,2026-09-03 08:13:41
34,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182415,91.750561,0,2026-09-03 08:19:41
35,5,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.182415,91.750561,1,2026-09-03 08:19:41
36,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182096,91.750918,1,2026-09-03 08:33:41
37,5,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.182096,91.750918,1,2026-09-03 08:33:41
38,5,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.184364,91.751931,1,2026-09-03 08:37:01
39,5,anomaly,,high,Anomaly detected: prolonged inactivity 213 min,25.578571,91.892748,1,2026-09-04 10:04:56
40,5,anomaly,,high,Anomaly detected: prolonged inactivity 432 min,25.277932,91.684616,1,2026-09-05 13:56:10
41,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.277932,91.684616,1,2026-09-05 13:56:10
42,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275166,91.686129,1,2026-09-05 14:02:57
43,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275452,91.686244,1,2026-09-05 14:13:57
44,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275271,91.686378,1,2026-09-05 14:19:57
45,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.27531,91.685886,1,2026-09-05 14:29:57
46,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275108,91.686117,1,2026-09-05 14:35:57
47,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275019,91.686272,1,2026-09-05 14:42:57
48,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.27796,91.684772,1,2026-09-05 14:47:34
49,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279606,91.682985,0,2026-09-05 14:51:13
50,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279325,91.682877,1,2026-09-05 14:57:13
51,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279417,91.682791,0,2026-09-05 15:05:13
52,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279699,91.682742,1,2026-09-05 15:13:13
53,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279817,91.682753,1,2026-09-05 15:19:13
54,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279703,91.683019,1,2026-09-05 15:56:13
55,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279971,91.683131,1,2026-09-05 16:23:13
56,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.280095,91.682967,1,2026-09-05 16:46:13
57,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279726,91.683528,1,2026-09-05 17:14:13
58,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279559,91.683083,0,2026-09-05 17:44:13
59,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.280076,91.683078,1,2026-09-05 18:13:13
60,5,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.279597,91.683307,1,2026-09-05 18:33:13
61,5,health_anomaly,,high,Abnormal heart rate: 178 bpm,26.18617,91.752492,1,2026-09-03 22:04:41
62,6,anomaly,,high,Anomaly detected: prolonged inactivity 496 min,26.181947,91.75827,1,2026-08-24 14:49:26
63,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.185016,91.743236,0,2026-08-24 15:38:38
64,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.185016,91.743236,1,2026-08-24 15:38:38
65,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.185298,91.743363,1,2026-08-24 15:50:38
66,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184822,91.743218,0,2026-08-24 16:01:38
67,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184822,91.743218,1,2026-08-24 16:01:38
68,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184756,91.742952,1,2026-08-24 16:13:38
69,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184756,91.742952,1,2026-08-24 16:13:38
70,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184768,91.743356,1,2026-08-24 16:27:38
71,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184768,91.743356,0,2026-08-24 16:27:38
72,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184749,91.743333,1,2026-08-24 16:41:38
73,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184749,91.743333,0,2026-08-24 16:41:38
74,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.17903,91.750242,0,2026-08-24 16:47:28
75,6,anomaly,,high,Anomaly detected: prolonged inactivity 70 min,26.177389,91.753573,1,2026-08-25 07:54:56
76,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.18101,91.749545,1,2026-08-25 07:58:36
77,6,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.18101,91.749545,1,2026-08-25 07:58:36
78,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.181228,91.749419,1,2026-08-25 08:05:36
79,6,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.181228,91.749419,0,2026-08-25 08:05:36
80,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.180724,91.749383,1,2026-08-25 08:18:36
81,6,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.180724,91.749383,1,2026-08-25 08:18:36
82,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.180766,91.749516,1,2026-08-25 08:26:36
83,6,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.180766,91.749516,1,2026-08-25 08:26:36
84,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.181174,91.749361,1,2026-08-25 08:34:36
85,6,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.181174,91.749361,1,2026-08-25 08:34:36
86,6,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.182834,91.746737,0,2026-08-25 08:39:24
87,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.182834,91.746737,1,2026-08-25 08:39:24
88,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184469,91.743238,1,2026-08-25 08:45:41
89,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184469,91.743238,1,2026-08-25 08:45:41
90,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184288,91.743316,1,2026-08-25 08:57:41
91,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184288,91.743316,1,2026-08-25 08:57:41
92,6,geofence,6,high,Entered high risk zone: Fancy Bazaar Night Market,26.184425,91.74294,1,2026-08-25 09:11:41
93,6,geofence,28,high,Entered high risk zone: Auto Hot-Zone #1 (DBSCAN),26.184425,91.74294,1,2026-08-25 09:11:41
94,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.280385,91.687463,1,2026-08-17 07:22:56
95,7,anomaly,,high,Anomaly detected: prolonged inactivity 57 min,26.137362,91.805987,0,2026-08-18 07:35:53
96,7,route_deviation,,medium,Route deviation: 7.4 km from planned itinerary,26.137362,91.805987,1,2026-08-18 07:35:53
97,7,geofence,30,high,Entered high risk zone: Auto Hot-Zone #3 (DBSCAN),26.137362,91.805987,1,2026-08-18 07:35:53
98,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.27546,91.686398,1,2026-08-18 08:59:40
99,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275374,91.686556,1,2026-08-18 09:05:40
100,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.27564,91.686315,1,2026-08-18 09:16:40
101,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275479,91.686339,1,2026-08-18 09:24:40
102,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275191,91.686216,1,2026-08-18 09:30:40
103,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.2755,91.686516,1,2026-08-18 09:39:40
104,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.275704,91.686605,1,2026-08-18 09:52:40
105,7,geofence,22,critical,Entered restricted risk zone: Cherrapunji Cliff Edge,25.272779,91.691496,1,2026-08-18 09:55:12
106,7,anomaly,,high,Anomaly detected: prolonged inactivity 162 min,25.201455,91.91626,0,2026-08-19 09:36:29
107,7,anomaly,,high,Anomaly detected: prolonged inactivity 53 min,25.20186,91.916347,1,2026-08-20 07:46:05
108,7,anomaly,,high,Anomaly detected: prolonged inactivity 431 min,25.580033,91.892094,0,2026-08-21 13:50:17
109,7,anomaly,,high,Anomaly detected: prolonged inactivity 52 min,25.579493,91.891891,1,2026-08-22 07:32:18
110,7,anomaly,,high,Anomaly detected: prolonged inactivity 356 min,26.183741,91.752888,1,2026-08-23 12:52:52
111,7,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.183741,91.752888,1,2026-08-23 12:52:52
112,7,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.183741,91.752888,1,2026-08-23 12:52:52
113,7,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.181253,91.751412,0,2026-08-23 12:59:41
114,7,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.181253,91.751412,0,2026-08-23 12:59:41
115,7,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.1814,91.751545,1,2026-08-23 13:08:41
116,7,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.1814,91.751545,1,2026-08-23 13:08:41
117,7,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.181543,91.751592,1,2026-08-23 13:22:41
118,7,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.181543,91.751592,1,2026-08-23 13:22:41
119,7,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.181173,91.751317,1,2026-08-23 13:34:41
120,7,geofence,27,high,Entered high risk zone: Auto Hot-Zone #0 (DBSCAN),26.181173,91.751317,1,2026-08-23 13:34:41
121,7,geofence,5,high,Entered high risk zone: Paltan Bazaar Transit Hub,26.183765,91.753514,1,2026-08-23 13:40:51
122,7,health_anomaly,,high,Abnormal heart rate: 192 bpm,25.203577,91.915635,1,2026-08-19 10:53:03
123,7,health_anomaly,,high,Abnormal heart rate: 183 bpm,25.203847,91.915555,1,2026-08-20 03:51:03
124,7,health_anomaly,,high,Abnormal heart rate: 189 bpm,25.578955,91.892987,1,2026-08-21 14:08:47
125,8,anomaly,,high,Anomaly detected: prolonged inactivity 249 min,26.10535,91.584885,1,2026-09-03 10:43:36
126,8,anomaly,,high,Anomaly detected: prolonged inactivity 285 min,26.577694,93.171116,0,2026-09-04 11:29:28
127,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577694,93.171116,1,2026-09-04 11:29:28
128,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577621,93.169987,1,2026-09-04 11:32:14
129,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577708,93.169825,1,2026-09-04 11:45:14
130,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577744,93.170045,1,2026-09-04 11:52:14
131,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577652,93.17013,1,2026-09-04 11:59:14
132,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577433,93.170283,1,2026-09-04 12:06:14
133,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577599,93.169694,1,2026-09-04 12:18:14
134,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577897,93.170241,1,2026-09-04 12:25:14
135,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578044,93.1714,1,2026-09-04 12:30:38
136,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577757,93.17209,1,2026-09-04 12:36:44
137,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577788,93.172096,1,2026-09-04 12:42:44
138,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577766,93.171875,1,2026-09-04 12:52:44
139,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577577,93.172386,1,2026-09-04 13:01:44
140,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577954,93.171905,1,2026-09-04 13:15:44
141,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.57746,93.172007,1,2026-09-04 13:22:44
142,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577968,93.172078,1,2026-09-04 13:33:44
143,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578007,93.172092,1,2026-09-04 14:01:44
144,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577803,93.172619,1,2026-09-04 14:32:44
145,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577743,93.172564,1,2026-09-04 15:01:44
146,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577901,93.171987,1,2026-09-04 15:38:44
147,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578466,93.172384,1,2026-09-04 16:14:44
148,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577715,93.172094,1,2026-09-04 16:52:44
149,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578068,93.172312,0,2026-09-04 17:31:44
150,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578264,93.172072,1,2026-09-04 18:06:44
151,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578067,93.171964,1,2026-09-04 18:42:44
152,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577809,93.172646,1,2026-09-04 19:04:44
153,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577969,93.172689,1,2026-09-04 19:24:44
154,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578314,93.172423,0,2026-09-04 19:51:44
155,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577896,93.172226,1,2026-09-04 20:17:44
156,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578068,93.172584,0,2026-09-04 20:54:44
157,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578391,93.171926,1,2026-09-04 21:27:44
158,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577965,93.172681,1,2026-09-04 21:56:44
159,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578344,93.172282,0,2026-09-04 22:34:44
160,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578379,93.172429,1,2026-09-04 23:01:44
161,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577741,93.172099,1,2026-09-04 23:28:44
162,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578304,93.172496,1,2026-09-05 00:01:44
163,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578422,93.172129,1,2026-09-05 00:36:44
164,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578329,93.17216,1,2026-09-05 00:59:44
165,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578392,93.172387,1,2026-09-05 01:36:44
166,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578285,93.172092,1,2026-09-05 02:10:44
167,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578498,93.172228,1,2026-09-05 02:32:44
168,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577835,93.171959,0,2026-09-05 03:01:44
169,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578418,93.172206,1,2026-09-05 03:39:44
170,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578347,93.172249,1,2026-09-05 04:08:44
171,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577746,93.172681,1,2026-09-05 04:31:44
172,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.57795,93.172278,1,2026-09-05 05:03:44
173,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.57804,93.172287,1,2026-09-05 05:34:44
174,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577826,93.172228,1,2026-09-05 06:08:44
175,8,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578111,93.172133,1,2026-09-05 06:37:44
176,8,anomaly,,high,Anomaly detected: prolonged inactivity 209 min,23.725941,92.716327,0,2026-09-05 10:07:03
177,8,health_anomaly,,high,Abnormal heart rate: 172 bpm,23.727518,92.717179,0,2026-09-05 10:11:06
178,9,anomaly,,high,Anomaly detected: prolonged inactivity 297 min,26.750717,94.204972,1,2026-08-18 11:35:20
179,9,anomaly,,high,Anomaly detected: sudden location jump 6.2 km,26.786307,94.158017,1,2026-08-19 07:30:01
180,9,route_deviation,,medium,Route deviation: 6.0 km from planned itinerary,26.786307,94.158017,1,2026-08-19 07:30:01
181,9,anomaly,,high,Anomaly detected: prolonged inactivity 341 min,26.577132,93.17257,1,2026-08-20 12:31:10
182,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.577132,93.17257,1,2026-08-20 12:31:10
183,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578319,93.170776,1,2026-08-20 12:35:02
184,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578037,93.170484,1,2026-08-20 12:44:02
185,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578593,93.170495,1,2026-08-20 12:56:02
186,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.578366,93.170576,0,2026-08-20 13:04:02
187,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576955,93.17244,0,2026-08-20 13:07:59
188,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576389,93.174156,1,2026-08-20 13:14:57
189,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576192,93.174121,0,2026-08-20 13:21:57
190,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576547,93.174031,1,2026-08-20 13:32:57
191,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576091,93.173937,1,2026-08-20 13:40:57
192,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576685,93.174045,0,2026-08-20 14:14:57
193,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576212,93.174144,1,2026-08-20 14:49:57
194,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576401,93.174164,1,2026-08-20 15:14:57
195,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576512,93.173866,1,2026-08-20 15:40:57
196,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576292,93.173678,1,2026-08-20 16:10:57
197,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576775,93.174313,1,2026-08-20 16:30:57
198,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576504,93.174156,1,2026-08-20 16:53:57
199,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576112,93.174307,0,2026-08-20 17:17:57
200,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576019,93.17394,0,2026-08-20 17:38:57
201,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576112,93.173863,1,2026-08-20 18:02:57
202,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576432,93.173607,1,2026-08-20 18:42:57
203,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576555,93.174307,1,2026-08-20 19:10:57
204,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576806,93.17387,1,2026-08-20 19:36:57
205,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576793,93.174219,1,2026-08-20 19:59:57
206,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576033,93.17409,1,2026-08-20 20:36:57
207,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576186,93.173943,1,2026-08-20 21:08:57
208,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576499,93.174274,0,2026-08-20 21:41:57
209,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576016,93.17377,1,2026-08-20 22:10:57
210,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576232,93.173807,1,2026-08-20 22:41:57
211,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576089,93.173918,1,2026-08-20 23:13:57
212,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576034,93.174042,1,2026-08-20 23:33:57
213,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576451,93.173685,1,2026-08-21 00:03:57
214,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576401,93.173844,1,2026-08-21 00:26:57
215,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576673,93.173741,1,2026-08-21 00:59:57
216,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576246,93.1737,1,2026-08-21 01:23:57
217,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576532,93.174376,1,2026-08-21 01:43:57
218,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576792,93.173938,0,2026-08-21 02:21:57
219,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576107,93.174274,1,2026-08-21 02:47:57
220,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576137,93.173801,1,2026-08-21 03:18:57
221,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576757,93.173865,0,2026-08-21 03:55:57
222,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576796,93.174123,0,2026-08-21 04:21:57
223,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576289,93.173822,1,2026-08-21 04:48:57
224,9,geofence,24,critical,Entered restricted risk zone: Kaziranga Core Zone,26.576407,93.173929,1,2026-08-21 05:17:57
