zone_risk,hour,anomaly_score,crime_index,weather_risk,safety_score
18.3877,17,0.051489,10.0044,84.6761,78.8169
95.634,9,0.505844,80.8476,34.8014,30.8002
74.9741,7,0.393334,7.621,36.9249,61.6449
79.1638,11,0.378486,66.7645,4.2483,50.0781
65.1634,7,0.180242,24.8923,22.2336,68.5345
79.3436,15,0.222129,58.8392,30.6744,50.5523
79.6139,0,0.202728,67.216,88.296,32.421
84.8976,4,0.053301,70.7836,89.735,40.3637
63.5058,13,0.124663,84.7652,66.8168,52.3409
18.2801,6,0.292485,18.3801,76.6451,74.7456
55.3007,12,0.17249,76.8219,38.6925,55.468
70.8598,13,0.316647,55.2906,65.9686,47.2168
83.2229,10,0.181754,40.453,50.7901,46.7817
85.2079,23,0.077031,85.393,83.8535,29.5294
79.74,8,0.008346,61.8264,32.2031,48.1199
97.1303,22,0.372482,86.9854,63.8056,26.0026
73.1819,16,0.068608,78.4331,49.8737,51.6581
52.2948,19,0.05368,14.6449,11.1792,75.0415
42.8583,0,0.081983,38.1057,13.5409,64.4102
75.5325,7,0.073062,60.1747,13.0037,57.9402
47.5598,10,0.54521,41.5326,94.6129,50.8381
78.5157,22,0.094159,56.2076,30.3248,46.7776
80.017,14,0.225357,62.4722,93.1983,41.8182
83.7066,10,0.127196,49.9832,91.3563,48.9179
11.9028,2,0.093764,79.6963,5.8642,62.7294
4.6759,17,0.153439,57.2007,93.5275,73.064
36.0717,19,0.219861,28.385,23.0828,69.2392
52.6962,4,0.120271,50.5344,48.9934,53.4956
77.6764,5,0.299209,80.045,99.3857,26.2726
76.5162,4,0.563807,75.3368,45.5669,36.5173
50.5827,1,0.238225,87.2912,92.0167,40.5917
96.4821,8,0.206726,82.4723,14.5912,42.4103
18.4865,5,0.214016,16.131,42.5141,73.1527
5.2365,16,0.131412,30.208,68.8814,70.4778
31.0539,8,0.019691,43.9059,57.7706,75.6004
83.7324,15,0.314296,11.0029,98.87,52.2532
27.2984,0,0.250342,13.1587,7.2375,70.4941
96.1286,18,0.170806,80.6599,20.4879,40.5509
82.4308,13,0.135562,30.5725,5.4232,62.7688
57.5409,11,0.31861,9.5987,12.1851,61.9148
78.3578,8,0.189656,71.836,76.2532,46.5616
82.4122,12,0.411757,59.3327,26.2423,43.6661
83.9374,22,0.067204,66.5667,56.6831,37.0597
21.9952,18,0.053751,16.7904,68.1423,86.4404
14.6792,18,0.097368,3.7317,76.9519,77.9311
5.8633,10,0.073887,43.5977,81.351,77.2764
18.4189,10,0.147979,78.6355,77.2441,61.3258
78.9218,21,0.199832,62.0063,87.6256,41.2683
55.6622,21,0.023805,99.4954,55.9058,52.0096
9.2278,22,0.286681,70.5347,54.0079,54.3514
103.6202,13,0.042783,85.5747,76.1851,39.7851
19.906,6,0.019364,51.4473,47.8331,73.9905
21.7147,19,0.042481,14.342,46.7083,87.0208
72.9827,21,0.072135,95.5755,8.4822,52.9197
0.2444,16,0.456697,46.2183,94.4884,66.3948
48.9278,4,0.202096,0.6941,51.9502,57.9879
48.6404,19,0.386707,40.3123,19.0472,65.4352
5.8828,21,0.4645,82.7662,44.5091,51.0189
18.4435,23,0.076688,70.5814,64.1002,49.2874
13.4307,11,0.130053,30.5888,8.9916,80.626
0.4939,22,0.068421,1.3462,89.0642,81.1769
84.2502,14,0.611717,69.9882,82.4941,31.1692
64.3103,10,0.259224,51.5783,62.7356,54.7862
4.6091,7,0.214588,68.5006,45.0541,66.8156
17.3018,0,0.222868,6.4292,44.5336,77.2947
100.2511,1,0.364679,77.7575,72.3162,25.4836
46.6557,8,0.123199,34.8634,9.4897,65.133
54.247,12,0.103817,42.7948,35.026,69.3834
76.0288,18,0.302857,62.7991,5.3623,49.5877
18.9968,18,0.041222,18.4051,43.0711,83.3921
77.9568,9,0.179193,98.0115,75.0067,40.4561
82.0728,23,0.186662,69.4273,16.8029,43.8629
4.9337,16,0.035587,14.1904,32.6217,81.8525
2.3003,3,0.025639,17.488,8.3275,88.1911
19.9534,18,0.01442,19.5529,30.2753,81.5911
62.8808,0,0.066242,83.4219,86.0069,46.1112
14.5666,10,0.23535,60.1271,75.0322,69.3751
93.7783,5,0.193826,61.67,11.2842,41.1853
82.7181,17,0.045328,91.693,94.9453,44.0123
22.212,8,0.128869,14.8773,12.5571,77.3796
45.971,21,0.022389,1.6154,33.3543,86.1082
95.7893,1,0.115503,25.6435,66.6205,37.7694
20.3385,18,0.269882,91.0551,75.7475,49.496
78.2646,12,0.047945,65.474,17.7495,48.6872
97.7423,15,0.036973,82.3009,84.3129,36.552
28.1609,13,0.311839,21.2232,84.9315,64.6221
53.2358,11,0.096589,1.9432,65.0295,65.887
9.5266,18,0.033044,96.5111,3.6257,66.698
79.7471,17,0.209859,56.3721,38.3446,57.3784
87.718,7,0.254023,23.1777,97.9865,51.8309
54.4081,17,0.113049,50.894,70.0462,59.6241
84.3525,11,0.123658,60.6412,21.9806,52.5512
99.7,17,0.198895,76.9038,18.2575,43.9733
52.7472,23,0.176551,30.8992,74.2344,56.388
82.444,22,0.058879,58.3613,42.1482,42.2289
79.0104,16,0.209324,59.1651,95.6279,43.5126
100.9177,17,0.153417,81.3563,50.1846,31.1835
94.5126,11,0.028707,7.762,59.6965,60.6078
80.3895,0,0.055441,66.1462,65.9755,39.7462
21.0248,17,0.066192,14.842,5.0032,83.9987
