lat,lng,type,severity
26.175139,91.777922,geofence,critical
26.105503,91.583723,anomaly,high
26.185068,91.747777,anomaly,high
26.166616,91.567612,anomaly,high
26.104212,91.585753,anomaly,high
26.104031,91.58666,anomaly,high
26.104261,91.586423,anomaly,high
26.177343,91.785774,anomaly,high
26.165974,91.566704,anomaly,high
26.107027,91.585227,anomaly,high
26.107142,91.584462,anomaly,high
26.142005,91.795004,anomaly,high
26.145085,91.794157,anomaly,high
26.106454,91.586797,anomaly,high
26.149924,91.778461,missing_person,critical
26.184016,91.75013,anomaly,high
26.184355,91.75033,anomaly,high
26.184354,91.749506,anomaly,high
26.184047,91.750141,anomaly,high
26.184528,91.749632,anomaly,high
26.183641,91.748871,anomaly,high
26.172246,91.764879,geofence,critical
26.16594,91.565525,anomaly,high
26.185948,91.763145,geofence,critical
26.180395,91.759653,anomaly,high
26.121156,91.813583,anomaly,high
26.185686,91.762455,geofence,critical
26.170364,91.776034,anomaly,high
26.096136,91.604592,anomaly,high
26.120857,91.650462,geofence,critical
26.181841,91.753266,anomaly,high
26.167278,91.566601,anomaly,high
26.177513,91.752388,anomaly,high
26.173511,91.762229,geofence,critical
26.158522,91.783865,anomaly,high
26.187197,91.758365,anomaly,high
26.186317,91.762275,geofence,critical
26.184864,91.750634,anomaly,high
26.184113,91.751151,anomaly,high
26.118748,91.648673,geofence,critical
26.18398,91.751353,anomaly,high
26.136397,91.803475,anomaly,high
26.119795,91.65114,geofence,critical
26.098466,91.604213,anomaly,high
26.175938,91.787226,anomaly,high
26.158244,91.747033,anomaly,high
26.184214,91.749348,anomaly,high
26.184139,91.749622,anomaly,high
26.184398,91.749133,anomaly,high
26.185589,91.763382,geofence,critical
26.186898,91.748387,anomaly,high
26.104253,91.585994,anomaly,high
26.106828,91.584771,anomaly,high
26.120067,91.657493,anomaly,high
26.183771,91.753425,anomaly,high
26.168326,91.567519,anomaly,high
26.14631,91.792709,anomaly,high
26.105385,91.584286,anomaly,high
26.104619,91.584286,anomaly,high
26.105124,91.584435,anomaly,high
26.106905,91.585744,anomaly,high
26.105373,91.585317,anomaly,high
26.144432,91.795632,anomaly,high
26.136181,91.806708,anomaly,high
26.105255,91.587697,anomaly,high
26.170348,91.766939,fall_detected,critical
26.166785,91.565524,anomaly,high
26.1884,91.750566,anomaly,high
26.161642,91.727778,anomaly,high
26.144308,91.791896,anomaly,high
26.106394,91.58389,anomaly,high
26.111721,91.635871,anomaly,high
26.11998,91.649429,geofence,critical
26.106997,91.584649,anomaly,high
26.164322,91.767734,anomaly,high
26.174133,91.777764,geofence,critical
26.104297,91.584496,anomaly,high
26.151397,91.786049,anomaly,high
26.185498,91.763408,geofence,critical
26.177635,91.735514,anomaly,high
26.170892,91.719442,anomaly,high
26.180352,91.739066,anomaly,high
26.171586,91.719677,anomaly,high
26.184236,91.75167,anomaly,high
26.113868,91.633759,anomaly,high
26.119799,91.649612,geofence,critical
26.18423,91.750333,anomaly,high
26.182231,91.743331,anomaly,high
26.176553,91.762012,geofence,critical
26.168491,91.566133,anomaly,high
26.090898,91.591205,anomaly,high
26.104346,91.584223,anomaly,high
26.104422,91.584753,anomaly,high
26.10345,91.584275,anomaly,high
26.189876,91.753706,anomaly,high
26.188537,91.747852,sos,critical
26.120538,91.649866,geofence,critical
26.17934,91.786975,anomaly,high
26.180062,91.787701,anomaly,high
26.182489,91.750191,anomaly,high
26.185609,91.763619,geofence,critical
26.182544,91.750318,anomaly,high
26.184098,91.75996,anomaly,high
26.179541,91.757704,anomaly,high
26.192997,91.817518,anomaly,high
26.171159,91.716142,anomaly,high
26.149194,91.698211,anomaly,high
26.185435,91.746563,anomaly,high
26.181697,91.743403,anomaly,high
26.184577,91.750738,anomaly,high
26.105952,91.585067,anomaly,high
26.10653,91.584651,anomaly,high
26.106551,91.584962,anomaly,high
26.177423,91.753942,anomaly,high
26.177723,91.753543,anomaly,high
26.157438,91.784998,anomaly,high
26.186756,91.748898,anomaly,high
26.187548,91.748994,anomaly,high
26.187239,91.748998,anomaly,high
26.190407,91.747751,anomaly,high
26.216031,91.700832,anomaly,high
26.190207,91.747191,anomaly,high
26.185852,91.745154,anomaly,high
26.189293,91.74804,anomaly,high
26.147594,91.781837,anomaly,high
26.10413,91.586545,anomaly,high
26.104799,91.58614,anomaly,high
26.143416,91.799115,anomaly,high
26.186077,91.763479,geofence,critical
26.184324,91.750051,anomaly,high
26.146116,91.737515,anomaly,high
26.184078,91.753192,anomaly,high
26.177239,91.786215,anomaly,high
26.113762,91.636526,anomaly,high
26.119422,91.650223,geofence,critical
26.119935,91.650178,geofence,critical
26.176754,91.784303,anomaly,high
26.119353,91.65084,geofence,critical
26.096013,91.603274,anomaly,high
26.176349,91.78594,anomaly,high
26.184252,91.751442,anomaly,high
26.166803,91.565665,anomaly,high
26.182774,91.753068,anomaly,high
26.098961,91.607245,anomaly,high
26.119624,91.650315,geofence,critical
26.176364,91.785677,anomaly,high
26.151099,91.785236,anomaly,high
26.210445,91.714613,anomaly,high
26.176571,91.750309,anomaly,high
26.173958,91.733032,anomaly,high
26.214467,91.808677,anomaly,high
26.166229,91.566305,anomaly,high
26.166085,91.566357,anomaly,high
26.18365,91.749269,anomaly,high
26.107112,91.584078,anomaly,high
26.165744,91.567199,anomaly,high
26.164482,91.75273,anomaly,high
26.183908,91.752631,anomaly,high
26.182935,91.753493,anomaly,high
26.112764,91.633404,anomaly,high
26.119542,91.6496,geofence,critical
26.111055,91.628008,anomaly,high
26.178355,91.753052,anomaly,high
26.108216,91.584126,anomaly,high
26.110915,91.635961,anomaly,high
26.119552,91.64963,geofence,critical
26.178928,91.784587,anomaly,high
26.171244,91.768754,anomaly,high
26.175507,91.777948,geofence,critical
26.167002,91.75959,sos,critical
26.180856,91.753446,anomaly,high
26.167191,91.77848,anomaly,high
26.185134,91.762758,geofence,critical
26.119362,91.649606,geofence,critical
26.224744,91.794829,anomaly,high
26.172002,91.7621,anomaly,high
26.172002,91.7621,geofence,critical
26.107535,91.587561,anomaly,high
26.106899,91.587541,anomaly,high
26.112334,91.634207,anomaly,high
26.119171,91.650781,geofence,critical
26.133019,91.747676,anomaly,high
26.144806,91.782153,anomaly,high
26.175656,91.748081,anomaly,high
26.148377,91.787724,sos,critical
26.148201,91.785514,anomaly,high
26.105854,91.586854,anomaly,high
26.164509,91.731595,anomaly,high
26.180977,91.74081,anomaly,high
26.119397,91.650643,geofence,critical
26.15121,91.728708,anomaly,high
26.128874,91.765888,anomaly,high
26.118921,91.650333,geofence,critical
26.179837,91.787948,anomaly,high
26.184569,91.752789,anomaly,high
26.184479,91.751866,anomaly,high
26.181511,91.753485,anomaly,high
26.181511,91.753264,anomaly,high
26.107556,91.585513,anomaly,high
26.184512,91.751436,anomaly,high
26.18427,91.75209,anomaly,high
26.067227,91.631362,anomaly,high
26.106169,91.58725,anomaly,high
26.177354,91.785026,anomaly,high
26.103783,91.585661,anomaly,high
26.175304,91.757831,anomaly,high
26.184386,91.752536,anomaly,high
26.184396,91.752061,anomaly,high
26.106396,91.585462,anomaly,high
26.136599,91.784981,anomaly,high
26.175258,91.777845,geofence,critical
26.135802,91.784734,anomaly,high
26.1042,91.585626,anomaly,high
26.106861,91.586517,anomaly,high
26.105916,91.586387,anomaly,high
26.106601,91.586306,anomaly,high
26.10741,91.588028,anomaly,high
26.180615,91.753198,anomaly,high
26.180569,91.745993,anomaly,high
26.106958,91.585724,anomaly,high
26.179316,91.753195,anomaly,high
26.178863,91.787064,anomaly,high
26.183365,91.750203,anomaly,high
26.106197,91.586059,anomaly,high
26.106566,91.586804,anomaly,high
26.153226,91.66737,anomaly,high
26.106158,91.587392,anomaly,high
26.1807,91.753553,anomaly,high
26.119774,91.649997,geofence,critical
26.10605,91.584147,anomaly,high
26.10595,91.585869,anomaly,high
26.106835,91.585634,anomaly,high
26.107929,91.586646,anomaly,high
26.104502,91.585485,anomaly,high
26.107534,91.586735,anomaly,high
26.106611,91.587516,anomaly,high
26.143512,91.791217,anomaly,high
26.185349,91.762815,geofence,critical
26.189462,91.748606,anomaly,high
26.186926,91.755319,anomaly,high
26.105375,91.585021,anomaly,high
26.125509,91.775275,anomaly,high
26.09982,91.603838,anomaly,high
26.12103,91.650673,geofence,critical
26.179093,91.785734,anomaly,high
26.095823,91.606096,anomaly,high
26.120352,91.649303,geofence,critical
26.184473,91.748903,anomaly,high
26.217495,91.720292,anomaly,high
26.184038,91.750367,anomaly,high
26.184784,91.74953,anomaly,high
26.106845,91.5867,anomaly,high
26.106722,91.587945,anomaly,high
26.184643,91.751259,anomaly,high
26.184789,91.752636,anomaly,high
26.184037,91.751853,anomaly,high
26.18369,91.75102,anomaly,high
26.118171,91.650975,geofence,critical
26.073078,91.608798,anomaly,high
26.179072,91.786491,anomaly,high
26.178656,91.786094,anomaly,high
26.170016,91.769143,anomaly,high
26.149553,91.768915,anomaly,high
26.168129,91.768919,anomaly,high
26.105015,91.586818,anomaly,high
26.173047,91.76399,geofence,critical
26.165523,91.568172,anomaly,high
26.107473,91.58383,anomaly,high
26.150156,91.784839,anomaly,high
26.183538,91.752709,anomaly,high
26.183924,91.752924,anomaly,high
26.185771,91.749218,anomaly,high
26.183596,91.751028,anomaly,high
26.183895,91.750537,anomaly,high
26.178336,91.787936,anomaly,high
26.186662,91.747063,anomaly,high
26.16763,91.567162,anomaly,high
26.186158,91.762544,geofence,critical
26.18577,91.7548,anomaly,high
26.219993,91.793126,anomaly,high
26.184218,91.753927,anomaly,high
26.184359,91.750565,anomaly,high
26.163072,91.732564,anomaly,high
26.161752,91.74178,anomaly,high
26.106515,91.586929,anomaly,high
26.106912,91.587377,anomaly,high
26.110552,91.634641,anomaly,high
26.120267,91.650387,geofence,critical
26.178336,91.785104,anomaly,high
26.175737,91.721192,anomaly,high
26.186187,91.74179,anomaly,high
26.180628,91.752078,anomaly,high
26.136491,91.805299,anomaly,high
26.232775,91.787301,anomaly,high
26.183016,91.745457,anomaly,high
26.195798,91.745073,anomaly,high
26.114801,91.813344,anomaly,high
26.107152,91.584659,anomaly,high
26.166578,91.564782,anomaly,high
26.185312,91.742288,anomaly,high
26.177341,91.756513,anomaly,high
26.176685,91.76006,anomaly,high
26.172346,91.7637,geofence,critical
26.119118,91.649017,geofence,critical
26.18493,91.741432,anomaly,high
26.18425,91.751802,anomaly,high
26.195082,91.751805,anomaly,high
26.104842,91.584817,anomaly,high
26.183737,91.748824,anomaly,high
26.184064,91.74913,anomaly,high
26.183996,91.749614,anomaly,high
26.113994,91.636157,anomaly,high
26.119666,91.649847,geofence,critical
26.098859,91.605946,anomaly,high
26.178462,91.783787,anomaly,high
26.144549,91.794219,anomaly,high
26.119284,91.648877,geofence,critical
26.178434,91.788025,anomaly,high
26.183773,91.749006,anomaly,high
26.167546,91.722183,anomaly,high
26.175208,91.777854,geofence,critical
26.105645,91.584457,anomaly,high
26.184858,91.762654,geofence,critical
26.184174,91.750402,anomaly,high
26.186499,91.756419,anomaly,high
26.184771,91.763521,geofence,critical
26.107087,91.585633,anomaly,high
26.184904,91.762266,geofence,critical
26.185242,91.752334,anomaly,high
26.184427,91.752095,anomaly,high
26.189171,91.744568,anomaly,high
26.156314,91.788247,anomaly,high
26.184627,91.749669,anomaly,high
26.183639,91.75006,anomaly,high
26.173948,91.773874,geofence,critical
26.129946,91.798225,anomaly,high
26.183112,91.753333,anomaly,high
26.184141,91.749796,anomaly,high
26.183974,91.750697,anomaly,high
26.183838,91.750879,anomaly,high
26.152057,91.781906,anomaly,high
26.167761,91.566971,anomaly,high
26.127403,91.77348,anomaly,high
26.107396,91.586813,anomaly,high
26.108196,91.587202,anomaly,high
26.145048,91.79631,anomaly,high
26.10705,91.585838,anomaly,high
26.17956,91.752132,anomaly,high
26.184082,91.751343,anomaly,high
26.188482,91.74143,anomaly,high
26.177231,91.747105,anomaly,high
26.185291,91.744307,anomaly,high
26.18451,91.750336,anomaly,high
26.183773,91.75068,anomaly,high
26.183546,91.753575,anomaly,high
26.182562,91.753368,anomaly,high
26.183869,91.75267,anomaly,high
26.183991,91.753596,anomaly,high
26.184884,91.750588,anomaly,high
26.168371,91.564756,anomaly,high
26.113562,91.637291,anomaly,high
