id,date,location,lat,lng,condition,owm_condition_id,temp_c,wind_speed_ms,humidity_pct,rainfall_mm,weather_risk
137,2026-07-23,Tezpur,26.6338,92.8,heavy rain,502,24.5,4.0,78,0.0,60.0
138,2026-07-23,Majuli River Island,26.95,94.17,light drizzle,300,23.5,8.0,81,4.0,20.0
139,2026-07-23,Jorhat,26.7509,94.2037,heavy rain,502,22.8,0.3,93,22.5,60.0
140,2026-07-23,Sivasagar,26.9826,94.6425,very heavy rain,503,29.7,5.5,49,30.9,60.0
141,2026-07-23,Dibrugarh,27.4728,94.912,overcast clouds,804,32.2,0.4,75,13.3,10.0
142,2026-07-23,Digboi Oil Heritage,27.3931,95.6186,very heavy rain,503,26.4,5.6,88,0.0,60.0
143,2026-07-23,Haflong,25.1667,93.0167,light drizzle,300,36.8,3.0,82,0.0,20.0
144,2026-07-23,Tawang Monastery,27.5861,91.8594,light rain,500,21.1,2.4,62,8.0,30.0
145,2026-07-23,Ziro Valley,27.5448,93.832,thunderstorm with heavy rain,202,29.3,5.1,64,0.0,80.0
146,2026-07-23,Gangtok,27.3314,88.6138,fog,741,22.8,0.4,64,28.5,45.0
147,2026-07-23,Kohima,25.6751,94.1086,very heavy rain,503,25.9,6.8,76,0.0,60.0
148,2026-07-23,Dzukou Valley,25.5833,94.05,mist,701,27.3,5.0,46,0.0,45.0
149,2026-07-23,Imphal,24.817,93.9368,scattered clouds,802,25.7,9.0,81,13.6,10.0
150,2026-07-23,Loktak Lake,24.5333,93.8167,thunderstorm,200,30.8,3.2,93,0.0,80.0
151,2026-07-23,Aizawl,23.7271,92.7176,thunderstorm,200,29.3,0.8,62,31.8,80.0
152,2026-07-23,Agartala,23.8315,91.2868,heavy rain,502,25.8,7.1,67,18.6,60.0
153,2026-07-24,Kamakhya Temple,26.1664,91.7055,light rain,500,30.1,2.9,55,0.0,30.0
154,2026-07-24,Umananda Island,26.1964,91.7453,light drizzle,300,36.6,7.5,80,2.5,20.0
155,2026-07-24,Navagraha Temple,26.1749,91.7789,few clouds,801,30.0,5.4,52,43.0,10.0
156,2026-07-24,Basistha Temple,26.1132,91.797,moderate rain,501,35.3,2.9,79,15.3,30.0
157,2026-07-24,Guwahati Railway Station,26.1824,91.7513,moderate rain,501,30.0,6.9,84,19.4,30.0
158,2026-07-24,LGB International Airport,26.1061,91.5859,thunderstorm,200,29.8,0.7,63,48.2,80.0
159,2026-07-24,Paltan Bazaar,26.1817,91.7503,moderate rain,501,25.6,3.0,85,3.7,30.0
160,2026-07-24,Fancy Bazaar,26.1836,91.7434,overcast clouds,804,22.0,2.1,50,8.0,10.0
161,2026-07-24,Pan Bazaar,26.1856,91.7455,light drizzle,300,25.9,4.3,52,9.3,20.0
162,2026-07-24,Uzan Bazar Ghat,26.19,91.759,fog,741,26.0,2.1,71,55.7,45.0
163,2026-07-24,Brahmaputra Riverfront,26.1905,91.748,thunderstorm with heavy rain,202,27.5,5.7,80,28.0,80.0
164,2026-07-24,Dighalipukhuri,26.1861,91.7503,heavy rain,502,27.9,5.0,49,4.5,60.0
165,2026-07-24,Nehru Park,26.1857,91.7477,light drizzle,300,23.0,4.3,95,0.0,20.0
166,2026-07-24,Assam State Museum,26.1857,91.7481,light drizzle,300,26.0,3.2,87,49.7,20.0
167,2026-07-24,Assam State Zoo & Botanical Garden,26.178,91.786,moderate rain,501,33.0,5.7,67,0.0,30.0
168,2026-07-24,Srimanta Sankaradeva Kalakshetra,26.144,91.8058,light rain,500,37.2,7.9,89,0.0,30.0
169,2026-07-24,Guwahati Planetarium,26.1856,91.7625,light drizzle,300,34.6,0.9,71,57.8,20.0
170,2026-07-24,"Gandhi Mandap, Sarania Hill",26.175,91.758,very heavy rain,503,29.9,4.8,87,0.0,60.0
171,2026-07-24,Nilachal Ropeway Terminal,26.188,91.744,thunderstorm with heavy rain,202,25.7,2.5,47,63.5,80.0
172,2026-07-24,Dispur Secretariat,26.142,91.79,light rain,500,35.8,9.0,51,46.5,30.0
173,2026-07-24,Ganeshguri Junction,26.147,91.79,moderate rain,501,30.1,1.1,71,63.6,30.0
174,2026-07-24,Six Mile,26.135,91.805,few clouds,801,28.8,2.3,84,0.0,10.0
175,2026-07-24,Beltola Bazaar,26.129,91.8,very heavy rain,503,20.1,0.0,88,33.5,60.0
176,2026-07-24,Zoo Road Tiniali,26.165,91.78,light rain,500,26.4,1.2,79,0.0,30.0
177,2026-07-24,Chandmari,26.183,91.772,few clouds,801,30.9,7.4,63,59.4,10.0
178,2026-07-24,Silpukhuri,26.188,91.766,light rain,500,33.8,3.4,51,38.5,30.0
179,2026-07-24,Bharalumukh,26.17,91.735,moderate rain,501,17.9,1.3,47,14.2,30.0
180,2026-07-24,Rehabari,26.175,91.748,light rain,500,24.6,4.4,71,25.9,30.0
181,2026-07-24,Bhangagarh,26.15,91.77,heavy rain,502,25.1,4.0,50,0.0,60.0
182,2026-07-24,Hatigaon,26.136,91.788,very heavy rain,503,21.4,1.6,59,18.5,60.0
183,2026-07-24,Kahilipara,26.133,91.762,moderate rain,501,31.8,3.4,45,40.5,30.0
184,2026-07-24,Maligaon,26.158,91.679,light drizzle,300,26.1,1.5,67,15.2,20.0
185,2026-07-24,Jalukbari,26.152,91.665,haze,721,40.2,1.2,89,18.0,45.0
186,2026-07-24,Gauhati University,26.152,91.665,overcast clouds,804,23.7,9.3,60,37.0,10.0
187,2026-07-24,IIT Guwahati,26.19,91.695,light rain,500,31.2,1.9,89,0.0,30.0
188,2026-07-24,Guwahati Medical College,26.155,91.7,very heavy rain,503,27.0,11.5,88,49.9,70.0
189,2026-07-24,Saraighat Bridge,26.1889,91.67,thunderstorm,200,26.2,10.0,92,0.0,80.0
190,2026-07-24,North Guwahati Ghat,26.198,91.69,light drizzle,300,30.1,3.6,67,0.0,20.0
191,2026-07-24,Amingaon,26.19,91.66,overcast clouds,804,31.5,4.3,93,11.3,10.0
192,2026-07-24,Noonmati,26.178,91.806,thunderstorm with heavy rain,202,20.5,0.8,86,0.0,80.0
193,2026-07-24,Narengi,26.175,91.84,few clouds,801,26.7,3.7,68,16.8,10.0
194,2026-07-24,Khanapara,26.118,91.818,light drizzle,300,28.0,2.2,53,2.5,20.0
195,2026-07-24,Lokhra,26.105,91.735,thunderstorm,200,24.7,5.5,77,58.3,80.0
196,2026-07-24,Deepor Beel Wildlife Sanctuary,26.12,91.65,light drizzle,300,30.6,0.6,96,0.0,20.0
197,2026-07-24,Sualkuchi Silk Village,26.1667,91.5667,light drizzle,300,21.4,7.2,74,31.4,20.0
198,2026-07-24,Hajo Pilgrimage Town,26.25,91.5167,haze,721,33.1,3.1,70,0.0,45.0
199,2026-07-24,Madan Kamdev Ruins,26.3667,91.6333,haze,721,23.5,4.5,95,2.5,45.0
200,2026-07-24,Chandubi Lake,25.9333,91.4333,scattered clouds,802,22.4,4.9,61,48.6,10.0
201,2026-07-24,Accoland Water Park,26.09,91.59,heavy rain,502,17.3,6.6,51,5.2,60.0
202,2026-07-24,Pobitora Wildlife Sanctuary,26.2333,92.0833,heavy rain,502,32.2,0.5,84,10.2,60.0
203,2026-07-24,Shillong,25.5788,91.8933,overcast clouds,804,31.6,8.7,89,9.8,10.0
204,2026-07-24,Umiam Lake,25.657,91.889,scattered clouds,802,32.0,6.4,76,10.9,10.0
205,2026-07-24,Cherrapunji (Sohra),25.2912,91.6783,scattered clouds,802,34.2,3.9,69,0.0,10.0
206,2026-07-24,Nohkalikai Falls,25.276,91.6857,thunderstorm,200,32.9,4.8,92,9.3,80.0
207,2026-07-24,"Living Root Bridge, Nongriat",25.247,91.715,thunderstorm,200,23.2,6.8,98,0.0,80.0
208,2026-07-24,Mawlynnong Village,25.2,91.9167,haze,721,32.7,3.7,73,22.9,45.0
209,2026-07-24,Dawki / Umngot River,25.19,92.02,moderate rain,501,32.7,3.7,88,0.0,30.0
210,2026-07-24,Kaziranga National Park,26.5775,93.1711,heavy rain,502,31.7,8.3,52,25.5,60.0
211,2026-07-24,Nameri National Park,26.92,92.88,fog,741,26.0,4.1,58,0.0,45.0
212,2026-07-24,Manas National Park,26.7,91.0,clear sky,800,28.9,0.4,53,0.0,5.0
213,2026-07-24,Tezpur,26.6338,92.8,thunderstorm,200,37.0,5.1,80,22.6,80.0
214,2026-07-24,Majuli River Island,26.95,94.17,mist,701,26.7,5.5,83,30.4,45.0
215,2026-07-24,Jorhat,26.7509,94.2037,clear sky,800,25.8,4.6,53,0.0,5.0
216,2026-07-24,Sivasagar,26.9826,94.6425,scattered clouds,802,29.8,2.2,67,8.1,10.0
217,2026-07-24,Dibrugarh,27.4728,94.912,thunderstorm with heavy rain,202,32.4,3.7,56,16.7,80.0
218,2026-07-24,Digboi Oil Heritage,27.3931,95.6186,light rain,500,29.4,5.1,73,23.9,30.0
219,2026-07-24,Haflong,25.1667,93.0167,thunderstorm,200,27.8,2.1,77,24.1,80.0
220,2026-07-24,Tawang Monastery,27.5861,91.8594,thunderstorm,200,34.2,7.6,64,0.0,80.0
221,2026-07-24,Ziro Valley,27.5448,93.832,moderate rain,501,27.6,4.5,75,33.1,30.0
222,2026-07-24,Gangtok,27.3314,88.6138,scattered clouds,802,26.7,0.9,50,0.0,10.0
223,2026-07-24,Kohima,25.6751,94.1086,light rain,500,30.1,4.4,84,0.0,30.0
224,2026-07-24,Dzukou Valley,25.5833,94.05,light rain,500,34.1,0.7,74,17.0,30.0
225,2026-07-24,Imphal,24.817,93.9368,moderate rain,501,31.8,1.3,52,39.8,30.0
226,2026-07-24,Loktak Lake,24.5333,93.8167,thunderstorm,200,27.4,0.0,73,0.9,80.0
227,2026-07-24,Aizawl,23.7271,92.7176,mist,701,32.8,1.3,70,8.3,45.0
228,2026-07-24,Agartala,23.8315,91.2868,light rain,500,25.5,4.2,54,0.0,30.0
229,2026-07-25,Kamakhya Temple,26.1664,91.7055,very heavy rain,503,28.4,2.2,50,27.4,60.0
230,2026-07-25,Umananda Island,26.1964,91.7453,thunderstorm,200,30.4,4.2,82,0.0,80.0
231,2026-07-25,Navagraha Temple,26.1749,91.7789,haze,721,25.2,0.6,71,0.0,45.0
232,2026-07-25,Basistha Temple,26.1132,91.797,thunderstorm,200,33.4,7.0,63,0.0,80.0
233,2026-07-25,Guwahati Railway Station,26.1824,91.7513,heavy rain,502,33.3,1.2,58,34.2,60.0
234,2026-07-25,LGB International Airport,26.1061,91.5859,mist,701,24.2,6.3,52,43.8,45.0
235,2026-07-25,Paltan Bazaar,26.1817,91.7503,thunderstorm,200,23.9,1.4,80,63.6,80.0
236,2026-07-25,Fancy Bazaar,26.1836,91.7434,heavy rain,502,27.3,2.6,87,13.5,60.0
237,2026-07-25,Pan Bazaar,26.1856,91.7455,thunderstorm with heavy rain,202,31.1,3.3,89,22.4,80.0
238,2026-07-25,Uzan Bazar Ghat,26.19,91.759,light rain,500,29.2,3.2,87,30.6,30.0
239,2026-07-25,Brahmaputra Riverfront,26.1905,91.748,light rain,500,33.5,6.2,46,43.8,30.0
240,2026-07-25,Dighalipukhuri,26.1861,91.7503,light rain,500,25.2,5.5,64,22.2,30.0
241,2026-07-25,Nehru Park,26.1857,91.7477,thunderstorm,200,21.6,4.2,50,28.8,80.0
242,2026-07-25,Assam State Museum,26.1857,91.7481,thunderstorm,200,30.0,2.3,73,21.2,80.0
243,2026-07-25,Assam State Zoo & Botanical Garden,26.178,91.786,very heavy rain,503,28.5,0.3,62,24.4,60.0
244,2026-07-25,Srimanta Sankaradeva Kalakshetra,26.144,91.8058,light rain,500,33.8,7.0,82,42.2,30.0
245,2026-07-25,Guwahati Planetarium,26.1856,91.7625,moderate rain,501,26.7,3.0,70,26.4,30.0
246,2026-07-25,"Gandhi Mandap, Sarania Hill",26.175,91.758,overcast clouds,804,36.0,3.4,93,3.6,10.0
247,2026-07-25,Nilachal Ropeway Terminal,26.188,91.744,light drizzle,300,28.5,3.3,92,6.1,20.0
248,2026-07-25,Dispur Secretariat,26.142,91.79,moderate rain,501,28.8,4.2,87,49.7,30.0
249,2026-07-25,Ganeshguri Junction,26.147,91.79,thunderstorm with heavy rain,202,32.4,8.9,47,0.0,80.0
250,2026-07-25,Six Mile,26.135,91.805,few clouds,801,26.0,4.8,70,42.4,10.0
251,2026-07-25,Beltola Bazaar,26.129,91.8,thunderstorm,200,29.2,2.2,46,33.0,80.0
252,2026-07-25,Zoo Road Tiniali,26.165,91.78,fog,741,20.6,3.1,68,27.5,45.0
253,2026-07-25,Chandmari,26.183,91.772,scattered clouds,802,24.9,4.8,82,9.8,10.0
254,2026-07-25,Silpukhuri,26.188,91.766,mist,701,27.9,4.2,94,0.3,45.0
255,2026-07-25,Bharalumukh,26.17,91.735,overcast clouds,804,27.8,2.0,77,32.9,10.0
256,2026-07-25,Rehabari,26.175,91.748,light rain,500,35.0,8.4,54,8.7,30.0
257,2026-07-25,Bhangagarh,26.15,91.77,light drizzle,300,30.6,4.7,83,42.2,20.0
258,2026-07-25,Hatigaon,26.136,91.788,few clouds,801,34.7,7.6,74,7.4,10.0
259,2026-07-25,Kahilipara,26.133,91.762,thunderstorm,200,22.6,3.7,81,0.0,80.0
260,2026-07-25,Maligaon,26.158,91.679,light rain,500,32.3,3.4,73,14.0,30.0
